Year,State,County ID,State / County Name,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
1989,42,42000,Pennsylvania,NA,1223609,1154510,1292708,"1,154,510 to 1,292,708",10.4,9.8,11,9.8 to 11.0,NA,462635,422869,502401,"422,869 to 502,401",16.4,15,17.8,15.0 to 17.8,NA,289616,256833,322399,"256,833 to 322,399",14.7,13,16.4,13.0 to 16.4,NA,154127,131979,176275,"131,979 to 176,275",18.7,16,21.4,16.0 to 21.4,28825,27889,29761,"$27,889 to $29,761"
2016,44,44000,Rhode Island,1015893,134683,128893,140473,"128,893 to 140,473",13.3,12.7,13.9,12.7 to 13.9,206348,38682,35950,41414,"35,950 to 41,414",18.7,17.4,20,17.4 to 20.0,150858,25687,23318,28056,"23,318 to 28,056",17,15.4,18.6,15.4 to 18.6,53839,11708,10342,13074,"10,342 to 13,074",21.7,19.2,24.2,19.2 to 24.2,60046,58657,61435,"$58,657 to $61,435"
2015,44,44000,Rhode Island,1016344,143724,137706,149742,"137,706 to 149,742",14.1,13.5,14.7,13.5 to 14.7,208665,43057,40672,45442,"40,672 to 45,442",20.6,19.5,21.7,19.5 to 21.7,153978,29745,27680,31810,"27,680 to 31,810",19.3,18,20.6,18.0 to 20.6,54002,12497,11347,13647,"11,347 to 13,647",23.1,21,25.2,21.0 to 25.2,57265,55361,59169,"$55,361 to $59,169"
2014,44,44000,Rhode Island,1015656,149825,144246,155404,"144,246 to 155,404",14.8,14.3,15.3,14.3 to 15.3,210531,44563,42149,46977,"42,149 to 46,977",21.2,20.1,22.3,20.1 to 22.3,155963,29926,27885,31967,"27,885 to 31,967",19.2,17.9,20.5,17.9 to 20.5,53759,13747,12527,14967,"12,527 to 14,967",25.6,23.3,27.9,23.3 to 27.9,54797,53523,56071,"$53,523 to $56,071"
2013,44,44000,Rhode Island,1010806,148275,142320,154230,"142,320 to 154,230",14.7,14.1,15.3,14.1 to 15.3,209869,46149,43377,48921,"43,377 to 48,921",22,20.7,23.3,20.7 to 23.3,155334,31368,29074,33662,"29,074 to 33,662",20.2,18.7,21.7,18.7 to 21.7,53730,13909,12450,15368,"12,450 to 15,368",25.9,23.2,28.6,23.2 to 28.6,55015,53478,56552,"$53,478 to $56,552"
2012,44,44000,Rhode Island,1010452,143625,138073,149177,"138,073 to 149,177",14.2,13.7,14.7,13.7 to 14.7,213424,44355,41942,46768,"41,942 to 46,768",20.8,19.7,21.9,19.7 to 21.9,157890,29653,27475,31831,"27,475 to 31,831",18.8,17.4,20.2,17.4 to 20.2,54293,13739,12683,14795,"12,683 to 14,795",25.3,23.4,27.2,23.4 to 27.2,54002,52598,55406,"$52,598 to $55,406"
2011,44,44000,Rhode Island,1009929,148079,142716,153442,"142,716 to 153,442",14.7,14.2,15.2,14.2 to 15.2,216523,46569,44086,49052,"44,086 to 49,052",21.5,20.4,22.6,20.4 to 22.6,160669,30944,28855,33033,"28,855 to 33,033",19.3,18,20.6,18.0 to 20.6,55072,14819,13376,16262,"13,376 to 16,262",26.9,24.3,29.5,24.3 to 29.5,53152,51803,54501,"$51,803 to $54,501"
2010,44,44000,Rhode Island,1012202,143132,137475,148789,"137,475 to 148,789",14.1,13.5,14.7,13.5 to 14.7,221322,44041,41340,46742,"41,340 to 46,742",19.9,18.7,21.1,18.7 to 21.1,163975,29074,26666,31482,"26,666 to 31,482",17.7,16.2,19.2,16.2 to 19.2,56283,14107,12882,15332,"12,882 to 15,332",25.1,22.9,27.3,22.9 to 27.3,52053,51032,53074,"$51,032 to $53,074"
2009,44,44000,Rhode Island,1015672,122379,116902,127856,"116,902 to 127,856",12,11.5,12.6,11.5 to 12.6,223355,39988,37500,42476,"37,500 to 42,476",17.9,16.8,19,16.8 to 19.0,162933,27268,25171,29365,"25,171 to 29,365",16.7,15.4,18,15.4 to 18.0,58946,11730,10410,13049,"10,410 to 13,049",19.9,17.7,22.1,17.7 to 22.1,53243,52028,54458,"$52,028 to $54,458"
2008,44,44000,Rhode Island,1012987,122173,116966,127379,"116,966 to 127,379",12.1,11.5,12.6,11.5 to 12.6,224979,37117,34862,39372,"34,862 to 39,372",16.5,15.5,17.5,15.5 to 17.5,164860,24456,22426,26486,"22,426 to 26,486",14.8,13.6,16.1,13.6 to 16.1,59411,11842,10793,12892,"10,793 to 12,892",19.9,18.2,21.7,18.2 to 21.7,54562,53031,56093,"$53,031 to $56,093"
2007,44,44000,Rhode Island,1018742,121172,116308,126036,"116,308 to 126,036",11.9,11.4,12.4,11.4 to 12.4,229867,38799,36367,41231,"36,367 to 41,231",16.9,15.8,17.9,15.8 to 17.9,168787,25763,23501,28025,"23,501 to 28,025",15.3,13.9,16.6,13.9 to 16.6,60560,12230,11260,13199,"11,260 to 13,199",20.2,18.6,21.8,18.6 to 21.8,52755,51632,53878,"$51,632 to $53,878"
2006,44,44000,Rhode Island,1026112,117585,113110,122061,"113,110 to 122,061",11.5,11,11.9,11.0 to 11.9,235012,37496,35385,39607,"35,385 to 39,607",16,15.1,16.9,15.1 to 16.9,172618,25653,23712,27594,"23,712 to 27,594",14.9,13.7,16,13.7 to 16.0,61582,11080,10155,12006,"10,155 to 12,006",18,16.5,19.5,16.5 to 19.5,51324,50361,52287,"$50,361 to $52,287"
2005,44,44000,Rhode Island,1029260,122481,117678,127283,"117,678 to 127,283",11.9,11.4,12.4,11.4 to 12.4,241002,42395,39787,45003,"39,787 to 45,003",17.6,16.5,18.7,16.5 to 18.7,176250,28272,26064,30480,"26,064 to 30,480",16,14.8,17.3,14.8 to 17.3,63983,13141,11889,14392,"11,889 to 14,392",20.5,18.6,22.5,18.6 to 22.5,50415,49310,51519,"$49,310 to $51,519"
2004,44,44000,Rhode Island,1055640,122520,113606,131433,"113,606 to 131,433",11.6,10.8,12.5,10.8 to 12.5,245097,42764,38439,47089,"38,439 to 47,089",17.4,15.7,19.2,15.7 to 19.2,178057,28943,25073,32813,"25,073 to 32,813",16.3,14.1,18.4,14.1 to 18.4,63910,12388,10454,14323,"10,454 to 14,323",19.4,16.4,22.4,16.4 to 22.4,47037,45552,48522,"$45,552 to $48,522"
2003,44,44000,Rhode Island,1059434,119483,112060,126907,"112,060 to 126,907",11.3,10.6,12,10.6 to 12.0,243573,40412,36742,44082,"36,742 to 44,082",16.6,15.1,18.1,15.1 to 18.1,179340,27313,24387,30239,"24,387 to 30,239",15.2,13.6,16.9,13.6 to 16.9,60770,11802,9631,13973,"9,631 to 13,973",19.4,15.8,23,15.8 to 23.0,45006,43540,46473,"$43,540 to $46,473"
2002,44,44000,Rhode Island,1058817,116138,108631,123644,"108,631 to 123,644",11,10.3,11.7,10.3 to 11.7,244062,39361,35557,43166,"35,557 to 43,166",16.1,14.6,17.7,14.6 to 17.7,179317,26754,23458,30050,"23,458 to 30,050",14.9,13.1,16.8,13.1 to 16.8,61232,11278,9325,13231,"9,325 to 13,231",18.4,15.2,21.6,15.2 to 21.6,43115,41407,44823,"$41,407 to $44,823"
2001,44,44000,Rhode Island,1047773,107109,100227,113992,"100,227 to 113,992",10.2,9.6,10.9,9.6 to 10.9,243378,32908,28308,37507,"28,308 to 37,507",13.5,11.6,15.4,11.6 to 15.4,179077,22379,18225,26533,"18,225 to 26,533",12.5,10.2,14.8,10.2 to 14.8,61393,9730,8039,11422,"8,039 to 11,422",15.8,13.1,18.6,13.1 to 18.6,43884,42377,45390,"$42,377 to $45,390"
2000,44,44000,Rhode Island,1038550,106378,99727,113030,"99,727 to 113,030",10.2,9.6,10.9,9.6 to 10.9,241009,36036,32412,39661,"32,412 to 39,661",15,13.4,16.5,13.4 to 16.5,175219,25050,21868,28232,"21,868 to 28,232",14.3,12.5,16.1,12.5 to 16.1,61451,10077,8288,11866,"8,288 to 11,866",16.4,13.5,19.3,13.5 to 19.3,42305,40560,44049,"$40,560 to $44,049"
1999,44,44000,Rhode Island,1025155,110366,100812,119920,"100,812 to 119,920",10.8,9.8,11.7,9.8 to 11.7,246585,39827,33376,46277,"33,376 to 46,277",16.2,13.5,18.8,13.5 to 18.8,176427,27669,22009,33329,"22,009 to 33,329",15.7,12.5,18.9,12.5 to 18.9,63372,10936,7973,13899,"7,973 to 13,899",17.3,12.6,21.9,12.6 to 21.9,40965,39534,42395,"$39,534 to $42,395"
1998,44,44000,Rhode Island,977299,103831,94733,112930,"94,733 to 112,930",10.6,9.7,11.6,9.7 to 11.6,244990,40026,34162,45891,"34,162 to 45,891",16.3,13.9,18.7,13.9 to 18.7,178403,27799,22477,33121,"22,477 to 33,121",15.6,12.6,18.6,12.6 to 18.6,62970,10607,8105,13108,"8,105 to 13,108",16.8,12.9,20.8,12.9 to 20.8,39907,37997,41818,"$37,997 to $41,818"
1997,44,44000,Rhode Island,NA,108836,99321,118351,"99,321 to 118,351",11.2,10.2,12.1,10.2 to 12.1,NA,41893,37227,46560,"37,227 to 46,560",17.3,15.4,19.3,15.4 to 19.3,NA,27712,23701,31723,"23,701 to 31,723",15.8,13.5,18.1,13.5 to 18.1,NA,12084,9862,14307,"9,862 to 14,307",19.2,15.6,22.7,15.6 to 22.7,36699,34900,38498,"$34,900 to $38,498"
1996,44,44000,Rhode Island,NA,114894,105602,124186,"105,602 to 124,186",11.8,10.8,12.7,10.8 to 12.7,NA,42635,37998,47273,"37,998 to 47,273",17.5,15.6,19.4,15.6 to 19.4,NA,27818,23506,32130,"23,506 to 32,130",16,13.5,18.5,13.5 to 18.5,NA,12821,10691,14951,"10,691 to 14,951",19.6,16.3,22.8,16.3 to 22.8,36402,34337,38466,"$34,337 to $38,466"
1995,44,44000,Rhode Island,NA,113471,107923,119019,"107,923 to 119,019",11.6,11,12.2,11.0 to 12.2,NA,41070,37927,44214,"37,927 to 44,214",17,15.7,18.3,15.7 to 18.3,NA,26535,24522,28548,"24,522 to 28,548",15.2,14.1,16.4,14.1 to 16.4,NA,12668,10242,15095,"10,242 to 15,095",19.3,15.6,22.9,15.6 to 22.9,34611,32977,36245,"$32,977 to $36,245"
1993,44,44000,Rhode Island,NA,122487,113576,131398,"113,576 to 131,398",12.4,11.5,13.3,11.5 to 13.3,NA,49456,45431,53481,"45,431 to 53,481",20.6,18.9,22.2,18.9 to 22.2,NA,30962,27674,34250,"27,674 to 34,250",18.4,16.4,20.3,16.4 to 20.3,NA,16922,15442,18403,"15,442 to 18,403",24.3,22.1,26.4,22.1 to 26.4,33201,31959,34443,"$31,959 to $34,443"
1989,44,44000,Rhode Island,NA,93348,88230,98466,"88,230 to 98,466",9.5,9,10,9.0 to 10.0,NA,34932,32257,37607,"32,257 to 37,607",15.3,14.1,16.4,14.1 to 16.4,NA,21526,19368,23684,"19,368 to 23,684",13.7,12.3,15.1,12.3 to 15.1,NA,11483,9742,13224,"9,742 to 13,224",16.5,14,19,14.0 to 19.0,30983,29744,32222,"$29,744 to $32,222"
2016,45,45000,South Carolina,4820435,739574,723077,756071,"723,077 to 756,071",15.3,15,15.6,15.0 to 15.6,1080758,249108,239722,258494,"239,722 to 258,494",23,22.1,23.9,22.1 to 23.9,790003,172272,163864,180680,"163,864 to 180,680",21.8,20.7,22.9,20.7 to 22.9,286358,72788,68494,77082,"68,494 to 77,082",25.4,23.9,26.9,23.9 to 26.9,49587,48997,50177,"$48,997 to $50,177"
2015,45,45000,South Carolina,4750107,796609,779482,813736,"779,482 to 813,736",16.8,16.4,17.2,16.4 to 17.2,1069113,260646,252384,268908,"252,384 to 268,908",24.4,23.6,25.2,23.6 to 25.2,783724,184214,176953,191475,"176,953 to 191,475",23.5,22.6,24.4,22.6 to 24.4,281810,73420,69621,77219,"69,621 to 77,219",26.1,24.8,27.4,24.8 to 27.4,47308,46768,47848,"$46,768 to $47,848"
2014,45,45000,South Carolina,4691566,838065,822623,853507,"822,623 to 853,507",17.9,17.6,18.2,17.6 to 18.2,1067825,281738,272769,290707,"272,769 to 290,707",26.4,25.6,27.2,25.6 to 27.2,778427,195415,187815,203015,"187,815 to 203,015",25.1,24.1,26.1,24.1 to 26.1,284360,81681,77091,86271,"77,091 to 86,271",28.7,27.1,30.3,27.1 to 30.3,45337,44839,45835,"$44,839 to $45,835"
2013,45,45000,South Carolina,4631792,858553,842448,874658,"842,448 to 874,658",18.5,18.2,18.8,18.2 to 18.8,1063159,290346,281069,299623,"281,069 to 299,623",27.3,26.4,28.2,26.4 to 28.2,772521,194639,186768,202510,"186,768 to 202,510",25.2,24.2,26.2,24.2 to 26.2,287302,92264,87512,97016,"87,512 to 97,016",32.1,30.4,33.8,30.4 to 33.8,44310,43669,44951,"$43,669 to $44,951"
2012,45,45000,South Carolina,4585462,837327,821424,853230,"821,424 to 853,230",18.3,18,18.6,18.0 to 18.6,1067825,285674,276979,294369,"276,979 to 294,369",26.8,26,27.6,26.0 to 27.6,771371,192338,184903,199773,"184,903 to 199,773",24.9,23.9,25.9,23.9 to 25.9,292659,89756,85422,94090,"85,422 to 94,090",30.7,29.2,32.2,29.2 to 32.2,43290,42653,43927,"$42,653 to $43,927"
2011,45,45000,South Carolina,4538319,852999,836781,869217,"836,781 to 869,217",18.8,18.4,19.2,18.4 to 19.2,1065797,292835,283723,301947,"283,723 to 301,947",27.5,26.6,28.4,26.6 to 28.4,764640,194488,186688,202288,"186,688 to 202,288",25.4,24.4,26.4,24.4 to 26.4,297865,94809,89932,99686,"89,932 to 99,686",31.8,30.2,33.4,30.2 to 33.4,42477,41933,43021,"$41,933 to $43,021"
2010,45,45000,South Carolina,4493882,813939,798358,829520,"798,358 to 829,520",18.1,17.8,18.4,17.8 to 18.4,1063825,276637,266962,286312,"266,962 to 286,312",26,25.1,26.9,25.1 to 26.9,762924,180286,171758,188814,"171,758 to 188,814",23.6,22.5,24.7,22.5 to 24.7,297090,92708,88252,97164,"88,252 to 97,164",31.2,29.7,32.7,29.7 to 32.7,42117,41702,42532,"$41,702 to $42,532"
2009,45,45000,South Carolina,4416869,753286,738174,768399,"738,174 to 768,399",17.1,16.7,17.4,16.7 to 17.4,1061223,258848,250548,267147,"250,548 to 267,147",24.4,23.6,25.2,23.6 to 25.2,753053,166587,159636,173538,"159,636 to 173,538",22.1,21.2,23,21.2 to 23.0,304030,88324,83990,92658,"83,990 to 92,658",29.1,27.6,30.5,27.6 to 30.5,42580,42034,43126,"$42,034 to $43,126"
2008,45,45000,South Carolina,4339428,680134,665139,695128,"665,139 to 695,128",15.7,15.3,16,15.3 to 16.0,1050902,228277,220638,235916,"220,638 to 235,916",21.7,21,22.4,21.0 to 22.4,749359,147183,140364,154002,"140,364 to 154,002",19.6,18.7,20.6,18.7 to 20.6,297740,77739,74020,81458,"74,020 to 81,458",26.1,24.9,27.4,24.9 to 27.4,44695,44077,45313,"$44,077 to $45,313"
2007,45,45000,South Carolina,4270132,646061,632094,660028,"632,094 to 660,028",15.1,14.8,15.5,14.8 to 15.5,1045485,220854,213698,228011,"213,698 to 228,011",21.1,20.4,21.8,20.4 to 21.8,746791,142963,136735,149191,"136,735 to 149,191",19.1,18.3,20,18.3 to 20.0,293176,73261,69667,76855,"69,667 to 76,855",25,23.8,26.2,23.8 to 26.2,43508,42901,44114,"$42,901 to $44,114"
2006,45,45000,South Carolina,4182861,657405,644326,670485,"644,326 to 670,485",15.7,15.4,16,15.4 to 16.0,1023412,226703,220008,233397,"220,008 to 233,397",22.2,21.5,22.8,21.5 to 22.8,738160,150695,144741,156649,"144,741 to 156,649",20.4,19.6,21.2,19.6 to 21.2,278578,70351,67329,73373,"67,329 to 73,373",25.3,24.2,26.3,24.2 to 26.3,41204,40784,41624,"$40,784 to $41,624"
2005,45,45000,South Carolina,4101208,641485,628970,654001,"628,970 to 654,001",15.6,15.3,15.9,15.3 to 15.9,1009368,228168,220747,235588,"220,747 to 235,588",22.6,21.9,23.3,21.9 to 23.3,724602,150806,144771,156841,"144,771 to 156,841",20.8,20,21.6,20.0 to 21.6,277889,72187,68182,76192,"68,182 to 76,192",26,24.5,27.4,24.5 to 27.4,39477,38897,40057,"$38,897 to $40,057"
2004,45,45000,South Carolina,4158089,622083,584103,660063,"584,103 to 660,063",15,14,15.9,14.0 to 15.9,1023738,217509,199735,235282,"199,735 to 235,282",21.2,19.5,23,19.5 to 23.0,736037,143249,127507,158991,"127,507 to 158,991",19.5,17.3,21.6,17.3 to 21.6,278375,66806,58498,75115,"58,498 to 75,115",24,21,27,21.0 to 27.0,39454,37954,40954,"$37,954 to $40,954"
2003,45,45000,South Carolina,4100512,566769,537207,596331,"537,207 to 596,331",13.8,13.1,14.5,13.1 to 14.5,1023097,203015,188658,217373,"188,658 to 217,373",19.8,18.4,21.2,18.4 to 21.2,741588,138465,128140,148790,"128,140 to 148,790",18.7,17.3,20.1,17.3 to 20.1,275766,58696,48998,68393,"48,998 to 68,393",21.3,17.8,24.8,17.8 to 24.8,38003,36526,39479,"$36,526 to $39,479"
2002,45,45000,South Carolina,4053339,567660,538178,597142,"538,178 to 597,142",14,13.3,14.7,13.3 to 14.7,1018671,197513,183033,211992,"183,033 to 211,992",19.4,18,20.8,18.0 to 20.8,739669,130602,118756,142448,"118,756 to 142,448",17.7,16.1,19.3,16.1 to 19.3,274276,61636,53374,69898,"53,374 to 69,898",22.5,19.5,25.5,19.5 to 25.5,37442,35705,39179,"$35,705 to $39,179"
2001,45,45000,South Carolina,3989359,550775,524007,577544,"524,007 to 577,544",13.8,13.1,14.5,13.1 to 14.5,1000497,199738,181338,218138,"181,338 to 218,138",20,18.1,21.8,18.1 to 21.8,718601,132524,116468,148580,"116,468 to 148,580",18.4,16.2,20.7,16.2 to 20.7,265672,58467,51949,64985,"51,949 to 64,985",22,19.6,24.5,19.6 to 24.5,36953,35453,38454,"$35,453 to $38,454"
2000,45,45000,South Carolina,3956695,504961,479100,530821,"479,100 to 530,821",12.8,12.1,13.4,12.1 to 13.4,975426,177786,164303,191269,"164,303 to 191,269",18.2,16.8,19.6,16.8 to 19.6,708962,116133,104652,127614,"104,652 to 127,614",16.4,14.8,18,14.8 to 18.0,258532,55653,48741,62564,"48,741 to 62,564",21.5,18.9,24.2,18.9 to 24.2,37283,35475,39091,"$35,475 to $39,091"
1999,45,45000,South Carolina,3912764,518145,481636,554653,"481,636 to 554,653",13.2,12.3,14.2,12.3 to 14.2,989166,189693,165454,213931,"165,454 to 213,931",19.2,16.7,21.6,16.7 to 21.6,717526,128282,107114,149450,"107,114 to 149,450",17.9,14.9,20.8,14.9 to 20.8,248856,54557,42986,66128,"42,986 to 66,128",21.9,17.3,26.6,17.3 to 26.6,35515,34089,36941,"$34,089 to $36,941"
1998,45,45000,South Carolina,3856258,550127,512754,587500,"512,754 to 587,500",14.3,13.3,15.2,13.3 to 15.2,974650,209935,185672,234197,"185,672 to 234,197",21.5,19.1,24,19.1 to 24.0,695768,140826,119160,162492,"119,160 to 162,492",20.2,17.1,23.4,17.1 to 23.4,261507,62134,51110,73158,"51,110 to 73,158",23.8,19.5,28,19.5 to 28.0,33465,31677,35253,"$31,677 to $35,253"
1997,45,45000,South Carolina,NA,569045,530591,607500,"530,591 to 607,500",14.9,13.9,16,13.9 to 16.0,NA,224380,204982,243778,"204,982 to 243,778",23,21,24.9,21.0 to 24.9,NA,152549,135703,169395,"135,703 to 169,395",21.5,19.1,23.8,19.1 to 23.8,NA,62876,53813,71940,"53,813 to 71,940",24,20.5,27.4,20.5 to 27.4,33325,31611,35038,"$31,611 to $35,038"
1996,45,45000,South Carolina,NA,570423,533904,606941,"533,904 to 606,941",15.2,14.2,16.2,14.2 to 16.2,NA,223387,203466,243308,"203,466 to 243,308",23.1,21.1,25.2,21.1 to 25.2,NA,149078,130840,167316,"130,840 to 167,316",21.3,18.7,23.9,18.7 to 23.9,NA,66788,57440,76137,"57,440 to 76,137",25.7,22.1,29.3,22.1 to 29.3,32728,30685,34770,"$30,685 to $34,770"
1995,45,45000,South Carolina,NA,575268,552922,597614,"552,922 to 597,614",15.7,15.1,16.3,15.1 to 16.3,NA,236235,220951,251519,"220,951 to 251,519",24.5,22.9,26.1,22.9 to 26.1,NA,156210,144622,167798,"144,622 to 167,798",22.6,20.9,24.2,20.9 to 24.2,NA,76345,66223,86466,"66,223 to 86,466",29.1,25.3,33,25.3 to 33.0,30060,28540,31580,"$28,540 to $31,580"
1993,45,45000,South Carolina,NA,601427,566273,636581,"566,273 to 636,581",16.6,15.6,17.6,15.6 to 17.6,NA,227943,210274,245612,"210,274 to 245,612",23.7,21.8,25.5,21.8 to 25.5,NA,145787,130827,160747,"130,827 to 160,747",21.4,19.2,23.6,19.2 to 23.6,NA,74768,68537,80999,"68,537 to 80,999",27.3,25,29.6,25.0 to 29.6,27962,26753,29171,"$26,753 to $29,171"
1989,45,45000,South Carolina,NA,523312,505805,540819,"505,805 to 540,819",15.3,14.8,15.8,14.8 to 15.8,NA,197977,186819,209135,"186,819 to 209,135",21.2,20,22.4,20.0 to 22.4,NA,127956,118658,137254,"118,658 to 137,254",19.4,18,20.8,18.0 to 20.8,NA,62439,55772,69106,"55,772 to 69,106",23.6,21.1,26.1,21.1 to 26.1,24814,23667,25961,"$23,667 to $25,961"
2016,46,46000,South Dakota,837301,107953,103265,112641,"103,265 to 112,641",12.9,12.3,13.5,12.3 to 13.5,209599,34790,32428,37152,"32,428 to 37,152",16.6,15.5,17.7,15.5 to 17.7,148494,22601,20577,24625,"20,577 to 24,625",15.2,13.8,16.6,13.8 to 16.6,60138,11257,10144,12370,"10,144 to 12,370",18.7,16.8,20.6,16.8 to 20.6,54926,53748,56104,"$53,748 to $56,104"
2015,46,46000,South Dakota,829616,111697,106789,116605,"106,789 to 116,605",13.5,12.9,14.1,12.9 to 14.1,206899,36584,34389,38779,"34,389 to 38,779",17.7,16.6,18.8,16.6 to 18.8,145769,23262,21422,25102,"21,422 to 25,102",16,14.7,17.3,14.7 to 17.3,59806,12239,11145,13333,"11,145 to 13,333",20.5,18.7,22.3,18.7 to 22.3,53263,52229,54297,"$52,229 to $54,297"
2014,46,46000,South Dakota,824377,115906,111520,120292,"111,520 to 120,292",14.1,13.6,14.6,13.6 to 14.6,206028,37836,35834,39838,"35,834 to 39,838",18.4,17.4,19.4,17.4 to 19.4,145554,23496,21935,25057,"21,935 to 25,057",16.1,15,17.2,15.0 to 17.2,59279,13429,12229,14629,"12,229 to 14,629",22.7,20.7,24.7,20.7 to 24.7,51059,50111,52007,"$50,111 to $52,007"
2013,46,46000,South Dakota,815064,114291,109648,118934,"109,648 to 118,934",14,13.4,14.6,13.4 to 14.6,202610,37646,35268,40024,"35,268 to 40,024",18.6,17.4,19.8,17.4 to 19.8,142923,24675,22681,26669,"22,681 to 26,669",17.3,15.9,18.7,15.9 to 18.7,58725,12055,10850,13260,"10,850 to 13,260",20.5,18.4,22.6,18.4 to 22.6,49200,48195,50205,"$48,195 to $50,205"
2012,46,46000,South Dakota,804310,109661,105709,113613,"105,709 to 113,613",13.6,13.1,14.1,13.1 to 14.1,199531,36950,34954,38946,"34,954 to 38,946",18.5,17.5,19.5,17.5 to 19.5,139626,22460,20783,24137,"20,783 to 24,137",16.1,14.9,17.3,14.9 to 17.3,57915,13339,12265,14413,"12,265 to 14,413",23,21.1,24.9,21.1 to 24.9,48439,47546,49332,"$47,546 to $49,332"
2011,46,46000,South Dakota,794847,112258,108144,116372,"108,144 to 116,372",14.1,13.6,14.6,13.6 to 14.6,198363,38176,35964,40388,"35,964 to 40,388",19.2,18.1,20.3,18.1 to 20.3,139454,23115,21359,24871,"21,359 to 24,871",16.6,15.3,17.9,15.3 to 17.9,58056,14121,12766,15476,"12,766 to 15,476",24.3,22,26.6,22.0 to 26.6,48188,46895,49481,"$46,895 to $49,481"
2010,46,46000,South Dakota,788210,114798,110248,119348,"110,248 to 119,348",14.6,14,15.2,14.0 to 15.2,199290,38736,36262,41210,"36,262 to 41,210",19.4,18.2,20.6,18.2 to 20.6,138846,23779,21637,25921,"21,637 to 25,921",17.1,15.6,18.6,15.6 to 18.6,58774,13793,12604,14982,"12,604 to 14,982",23.5,21.5,25.5,21.5 to 25.5,45861,44856,46866,"$44,856 to $46,866"
2009,46,46000,South Dakota,782694,110863,106257,115469,"106,257 to 115,469",14.2,13.6,14.8,13.6 to 14.8,194966,36884,34540,39228,"34,540 to 39,228",18.9,17.7,20.1,17.7 to 20.1,136358,22720,20773,24667,"20,773 to 24,667",16.7,15.2,18.1,15.2 to 18.1,57733,13226,11998,14454,"11,998 to 14,454",22.9,20.8,25,20.8 to 25.0,45048,44019,46078,"$44,019 to $46,078"
2008,46,46000,South Dakota,774726,98248,94246,102250,"94,246 to 102,250",12.7,12.2,13.2,12.2 to 13.2,193992,34192,32034,36349,"32,034 to 36,349",17.6,16.5,18.7,16.5 to 18.7,134695,20967,19136,22798,"19,136 to 22,798",15.6,14.2,16.9,14.2 to 16.9,57527,12155,11098,13212,"11,098 to 13,212",21.1,19.3,23,19.3 to 23.0,46244,45165,47324,"$45,165 to $47,324"
2007,46,46000,South Dakota,768497,101420,97995,104844,"97,995 to 104,844",13.2,12.8,13.6,12.8 to 13.6,193829,33999,32005,35992,"32,005 to 35,992",17.5,16.5,18.6,16.5 to 18.6,137082,20625,18894,22356,"18,894 to 22,356",15,13.8,16.3,13.8 to 16.3,55804,12291,11376,13206,"11,376 to 13,206",22,20.4,23.7,20.4 to 23.7,43507,42662,44353,"$42,662 to $44,353"
2006,46,46000,South Dakota,753216,102589,99011,106166,"99,011 to 106,166",13.6,13.1,14.1,13.1 to 14.1,189932,33697,31824,35571,"31,824 to 35,571",17.7,16.8,18.7,16.8 to 18.7,134150,20711,19065,22357,"19,065 to 22,357",15.4,14.2,16.7,14.2 to 16.7,53850,11688,10746,12630,"10,746 to 12,630",21.7,20,23.5,20.0 to 23.5,42432,41574,43291,"$41,574 to $43,291"
2005,46,46000,South Dakota,742534,100756,97232,104279,"97,232 to 104,279",13.6,13.1,14,13.1 to 14.0,182218,33422,31417,35426,"31,417 to 35,426",18.3,17.2,19.4,17.2 to 19.4,130523,20442,18792,22092,"18,792 to 22,092",15.7,14.4,16.9,14.4 to 16.9,50673,12183,11146,13219,"11,146 to 13,219",24,22,26.1,22.0 to 26.1,40096,39305,40887,"$39,305 to $40,887"
